question_bank_id,unique_id,question_bank_name,field_name,question_type,category_id,common_use,data_source,target_group,user_id,created_on,status
214,4534636366,"Has (NAME) had fast, short, rapid breaths or difficulty breathing at any time in the last 2 weeks?",q_533,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
215,4534636366,Was the fast or difficult breathing due to a problem in the chest or to a blocked or runny nose?,q_534,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
216,4534636366,"Was (he/she) given less than usual to drink, about the same amount, or more than usual to drink?",q_536,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
217,4534636366,"When (NAME) had a (fever/cough), was (he/she) given less than usual to eat, about the same amount, more than usual, or nothing to eat?",q_537,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
218,4534636366,Did you seek advice or treatment for the illness from any source?,q_538,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
219,4534636366,Where did you seek advice or treatment?,q_539,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
220,4534636366,"At any time during the illness, did (NAME) take any drugs for the illness?",q_543,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
221,4534636366,What drugs did (NAME) take?,q_544,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
222,4534636366,"How long after the fever started, did (NAME) first take (DRUG(S) FROM 544 A-G)?",q_546,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
223,4534636366,How long after the fever started did (NAME) first take an artemisinin combination therapy?,q_548,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
224,4534636366,"The last time (NAME OF YOUNGEST CHILD) passed stools, what was done to dispose of the stools?",q_551,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
225,4534636366,"Have you ever heard of a special product called (LOCAL NAME FOR ORS PACKET) you can get for the treatment of diarrhoea?IF SHE HAS NEVER HEARD OF ORS, SHOW GOVERNMENT AND COMMERCIAL ORS PACKETS AND ASK: Have you ever seen a packet like one of these before?",q_553,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
226,4534636366,"During the last 12 months, has (NAME) received any benefits from the anganwadi or ICDS centre?",q_558,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
227,4534636366,"In the last 12 months, how often has (NAME) received food from the anganwadi/ICDS centre?",q_559,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
228,4534636366,"In the last 12 months, how often has (NAME) had a health check-up from the anganwadi/ICDS centre?",q_560,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
229,4534636366,"In the last 12 months, has (NAME) received any immunizations through the anganwadi/ICDS centre?",q_561,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
230,4534636366,"In the last 12 months, how often did (NAME) go to the anganwadi/ICDS centre for early childhood care or for preschool: regularly, occasionally, or not at all?",q_562,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
231,4534636366,"In the last 12 months, how often has (NAME)'s weight been measured by the anganwadi/ICDS centre?",q_563,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
232,4534636366,"After (NAME) was weighed, did you ever receive counselling from the anganwadi/ICDS worker or ANM?",q_564,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
233,4534636366,"When you were pregnant with (NAME), did you receive any benefits from the anganwadi/ICDS centre?",q_565,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
234,4534636366,When you were breastfeeding (NAME) did you receive any benefits from the anganwadi/ICDS centre?,q_567,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
235,4534636366,"Now I have some questions about the future. After the child you are expecting now, would you like to have another child, or would you prefer not to have any more children?",q_605,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
236,4534636366,"Now I have some questions about the future. Would you like to have (a/another) child, or would you prefer not to have any (more) children?",q_606,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
237,4534636366,Do you think you will use a contraceptive method to delay or avoid pregnancy in the next 12 months?,q_613,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
238,4534636366,Do you think you will use a contraceptive method to delay or avoid pregnancy at any time in the future?,q_614,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
239,4534636366,"Would you say that using contraception is mainly your decision, mainly your husband's decision, or did you both decide together?",q_620,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
240,4534636366,"Does your husband want the same number of children that you want, or does he want more or fewer than you want?",q_623,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
241,4534636366,"The last time you got an injection, were the syringe and needle taken from a new, unopened package?",q_703,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
242,4534636366,Have you ever had a blood transfusion?,q_704,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
243,4534636366,"Do you currently smoke cigarettes every day, some days, or not at all?",q_705,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
244,4534636366,"Do you currently smoke bidis every day, some days, or not at all?",q_708,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
245,4534636366,Do you currently smoke or use tobacco in any other form?,q_711,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
246,4534636366,In what other form do you currently smoke or use tobacco?Any other form?,q_712,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
247,4534636366,"How often do you use smokeless tobacco: almost every day, about once a week or less than once a week?",q_713,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
248,4534636366,"During the last 12 months, have you ever tried to stop smoking or using tobacco in any other form?",q_716,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
249,4534636366,"In the last 12 months, have you visited a doctor or other health care provider?",q_717,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
250,4534636366,"During any of these visits, were you advised to quit smoking or using tobacco in any other form?",q_718,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
251,4534636366,"In the last 30 days, did someone (other than you) smoke in your home or anywhere else when you were present?",q_719,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
252,4534636366,Do you drink alcohol?,q_720,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
253,4534636366,"How often do you drink alcohol: almost every day, about once a week or less than once a week?",q_721,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
254,4534636366,What type of alcohol do you usually drink?,q_722,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
255,4534636366,Have you ever heard of an illness called tuberculosis or TB?,q_724,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
256,4534636366,How does tuberculosis spread from one person to another?,q_725,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
257,4534636366,Can tuberculosis be cured?,q_726,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
258,4534636366,"If a member of your family got tuberculosis, would you want it to remain a secret or not?",q_727,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
259,4534636366,Are you covered by any health scheme or any health insurance ?,q_729,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
260,4534636366,What type of health scheme or health insurance?,q_730,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
261,4534636366,"The first time you had sexual intercourse, was a condom used?",q_804,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
262,4534636366,"The last time you had sexual intercourse (with this other person), was a condom used?",q_807,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
263,4534636366,Was a condom used every time you had sexual intercourse with this person in the last 12 months?,q_808,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
264,4534636366,What was your relationship to this person with whom you had sexual intercourse?,q_809,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
265,4534636366,"Apart from this person, have you had sexual intercourse with any other person in the last 12 months?",q_816,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
266,4534636366,Do you know of a place where a person can get condoms?,q_820,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
267,4534636366,Where is that?,q_821,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
268,4534636366,"If you wanted to, could you yourself get a condom?",q_822,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
269,4534636366,From where did you obtain the condom last time?,q_824,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
270,4534636366,Did your (last) husband ever attend school?,q_903,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
271,4534636366,Has your husband done any work in the last 7 days?,q_907,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
272,4534636366,Has your husband done any work in the last 12 months?,q_908,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
273,4534636366,"In the last 12 months, has your husband been away from home for one month or more at a time?",q_909,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
274,4534636366,"In the last 12 months, has your husband been away from home for six months or more at a time?",q_910,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
275,4534636366,"Aside from your own housework, have you done any work in the last seven days?",q_911,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
276,4534636366,"As you know, some women take up jobs for which they are paid in cash or kind. Others sell things, have a small business or work on the family farm or in the family business. In the last seven days, have you done any of these things or any other work?",q_912,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
277,4534636366,"Although you did not work in the last seven days, do you have any job or business from which you were absent for leave, illness, vacation, maternity leave or any other such reason?",q_913,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
278,4534636366,Have you done any work in the last 12 months?,q_914,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
279,4534636366,"Do you do this work for a member of your family, for someone else, or are you self-employed?",q_916,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
280,4534636366,"Do you usually work throughout the year, or do you work seasonally, or only once in a while?",q_917,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
281,4534636366,"Are you paid in cash or kind for this work, or are you not paid at all?",q_918,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
282,4534636366,"In the last 12 months, have you been away from home other than parental/in-laws home for one month or more at a time?",q_919,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
283,4534636366,"In the last 12 months, have you been away from home other than parental/in-laws home for six months or more at a time?",q_920,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
284,4534636366,"Who decides how the money you earn will be used: mainly you, mainly your husband, or you and your husband jointly?",q_923,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
285,4534636366,"Would you say that the money that you earn is more than what your husband earns, less than what he earns, or about the same?",q_924,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
286,4534636366,"Who decides how your husband's earnings will be used: mainly you, mainly your husband, or you and your husband jointly?",q_925,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
287,4534636366,"Who usually makes decisions about health care for yourself: mainly you, mainly your husband, you and your husband jointly, or someone else?",q_926,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
288,4534636366,"Who usually makes decisions about making major household purchases: mainly you, mainly your husband, you and your husband jointly, or someone else?",q_927,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
289,4534636366,"Who usually makes decisions about visits to your family or relatives: mainly you, mainly your husband, you and your husband jointly, or someone else?",q_928,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
290,4534636366,Do you have any money of your own that you alone can decide how to use?,q_929,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
291,4534636366,Do you have a bank or savings account that you yourself use?,q_931,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
292,4534636366,Do you have any mobile phone that you yourself use?,q_932,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
293,4534636366,Do you use your mobile phone for any financial transactions?,q_933,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
294,4534636366,Have you ever used the internet?,q_934,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
295,4534636366,Are you able to read text (SMS) messages?,q_937,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
296,4534636366,Do you own this or any other house either alone or jointly with someone else?,q_938,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
297,4534636366,Do you own any agricultural or non-agricultural land either alone or jointly with someone else?,q_939,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
298,4534636366,Do you know of any programmes in this area that give loans to women to start or expand a business of their own?,q_940,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
299,4534636366,"Have you yourself ever taken a loan, in cash or in kind, from any of these programmes, to start or expand a business?",q_941,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
300,4534636366,"If a wife knows her husband has a sexually transmitted disease, is she justified in asking that they use a condom when they have sex?",q_944,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
301,4534636366,"If a wife knows her husband has sex with other women, is she justified in refusing to have sex with him?",q_945,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
302,4534636366,Can you say no to your husband if you do not want to have sexual intercourse with him?,q_947,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
303,4534636366,Now I would like to talk about something else. Have you ever heard of an illness called AIDS?,q_1001,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
304,4534636366,Have you ever heard of HIV?,q_1002,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
305,4534636366,From which sources of information have you learned about HIV/AIDS?,q_1004,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
306,4534636366,HIV is the virus that can lead to AIDS. Can people reduce their chance of getting HIV by having just one uninfected sex partner who has no other sex partners?,q_1005,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
307,4534636366,Can people get HIV from mosquito bites?,q_1006,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
308,4534636366,Can people reduce their chances of getting HIV by using a condom every time they have sex?,q_1007,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
309,4534636366,Can people get HIV from blood products or blood transfusions?,q_1008,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
310,4534636366,Can people get HIV by injecting drugs?,q_1009,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
311,4534636366,Can people get HIV by sharing food with a person who has HIV?,q_1010,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
312,4534636366,Is there anything else a person can do to avoid or reduce the chances of getting HIV/AIDS?,q_1011,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
313,4534636366,What can a person do?,q_1012,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
314,4534636366,Is it possible for a healthy-looking person to have HIV?,q_1013,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
315,4534636366,Are there any special drugs that a doctor or a nurse can give to a woman infected with HIV to reduce the risk of transmission to the baby?,q_1016,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
316,4534636366,Have you heard about special antiretroviral drugs (USE LOCAL (NAME)'s) that people infected with HIV/AIDS can get from a doctor or a nurse to help them live longer?,q_1017,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
317,4534636366,Were you offered a test for HIV as part of your antenatal care?,q_1022,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
318,4534636366,"I don't want to know the results, but were you tested for HIV as part of your antenatal care?",q_1023,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
319,4534636366,Where was the test done?,q_1024,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
320,4534636366,"I don't want to know the results, but did you get the results of the test?",q_1025,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
321,4534636366,"All women are supposed to receive counseling after being tested. After you were tested, did you receive counseling?",q_1026,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
322,4534636366,"Between the time you went for delivery but before the baby was born, were you offered a test for HIV?",q_1028,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
323,4534636366,"I don't want to know the results, but were you tested for HIV at that time?",q_1029,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
324,4534636366,"I don't want to know the results, but did you get the results of the test?",q_1030,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
325,4534636366,Have you been tested for HIV since that time you were tested during your pregnancy?,q_1031,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
326,4534636366,"I don't want to know the results, but have you ever been tested to see if you have HIV?",q_1033,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
327,4534636366,"I don't want to know the results, but did you get the results of the test?",q_1035,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
328,4534636366,Where was the test done?,q_1036,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
329,4534636366,Do you know of a place where people can go to get tested for HIV?,q_1037,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
330,4534636366,Where is that?,q_1038,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
331,4534636366,Would you buy fresh vegetables from a shopkeeper or vendor if you knew that this person had HIV?,q_1039,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
332,4534636366,Do you think a child with HIV should be allowed to attend school with students who are HIV negative?,q_1040,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
333,4534636366,"If a member of your family got infected with HIV/AIDS, would you want it to remain a secret or not?",q_1041,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
334,4534636366,Do you fear that you could get HIV if you come into contact with the saliva of a person living with HIV?,q_1042,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
335,4534636366,"If a relative of yours became sick with HIV/AIDS, would you be willing to care for her or him in your own household?",q_1043,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
336,4534636366,"In your opinion, if a female teacher has HIV/AIDS but is not sick, should she be allowed to continue teaching in the school?",q_1044,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
337,4534636366,"In your opinion, if a male teacher has HIV/AIDS but is not sick, should he be allowed to continue teaching in the school?",q_1045,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
338,4534636366,Do you think that people living with HIV/AIDS should be treated in the same public hospital with patients who are HIV negative?,q_1046,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
339,4534636366,Do you think that people living with HIV/AIDS should be allowed to work in the same office with people who are HIV negative?,q_1047,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
340,4534636366,"Now I would like to ask you some questions about your health in the last 12 months. During the last 12 months, have you had a disease which you got through sexual contact?",q_1051,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
341,4534636366,"Sometimes women experience a bad smelling abnormal genital discharge. During the last 12 months, have you had a bad smelling abnormal genital discharge?",q_1052,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
342,4534636366,"Sometimes women have a genital sore or ulcer. During the last 12 months, have you had a genital sore or ulcer?",q_1053,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
343,4534636366,"The last time you had (PROBLEM FROM 1051/1052/1053), did you seek any kind of advice or treatment?",q_1055,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
344,4534636366,Where did you go?,q_1056,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
345,4534636366,"Have you ever hit, slapped, kicked, or done anything else to physically hurt your (last) husband at times when he was not already beating or physically hurting you?",q_1111,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
346,4534636366,"In the last 12 months, how often have you done this to your (last) husband: often, only sometimes, or not at all?",q_1112,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
347,4534636366,(Does/did) your (last) husband drink alcohol?,q_1113,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
348,4534636366,"How often (does/did) he get drunk: often, only sometimes, or never?",q_1114,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
349,4534636366,"Are (Were) you afraid of your (last) husband: most of the time, sometimes, or never?",q_1115,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
350,4534636366,Who has hurt you in this way?,q_1119,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
351,4534636366,"In the last 12 months, how often (has this person/have these persons) physically hurt you: often, only sometimes, or not at all?",q_1120,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
352,4534636366,"Has any one ever hit, slapped, kicked, or done anything else to hurt you physically while you were pregnant?",q_1122,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
353,4534636366,Who has done any of these things to physically hurt you while you were pregnant?Anyone else?,q_1123,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
354,4534636366,"Now I want to ask you about things that may have been done to you by someone other than (your/any) husband. At any time in your life, as a child or as an adult, has anyone ever forced you in any way to have sexual intercourse or perform any other sexual acts when you did not want to?",q_1125,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
355,4534636366,"At any time in your life, as a child or as an adult, has anyone ever forced you in any way to have sexual intercourse or perform any other sexual acts when you did not want to?",q_1126,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
356,4534636366,Who was the person who was forcing you the very first time this happened?,q_1127,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
357,4534636366,"Thinking about what you yourself have experienced among the different things we have been talking about, have you ever tried to seek help?",q_1132,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
358,4534636366,From whom have you sought help?,q_1133,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
359,4534636366,Have you ever told any one else about this?,q_1134,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
360,4534636366,Where did you go for medical help?,q_1136,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
361,4534636366,"As far as you know, did your father ever beat your mother?",q_1137,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
